,source,true,tokenized_source,tokenized_true,scores_true,scores_source
858,прямиком соответствующая женщина приступает получаться в мере следом стройный ворот придерживался,прямиком соответствующая женщина приступает получаться в мере следом стройный ворот придерживался,"['прямиком', 'соответствующая', 'женщина', 'приступает', 'получаться', 'в', 'мере', 'следом', 'стройный', 'ворот', 'придерживался']","['прямиком', 'соответствующая', 'женщина', 'приступает', 'получаться', 'в', 'мере', 'следом', 'стройный', 'ворот', 'придерживался']",-237.43105136058415,-237.44640106435904
859,как бы не закрывали двери он всегда как-то пробирался сквозь ни замки ни охрана ни ловушки никогда не могли зделать дверь неприодолимой,как бы ни закрывали двери он всегда как-то пробирался сквозь ни замки ни охрана ни ловушки никогда не могли сделать дверь непреодолимой,"['как', 'бы', 'не', 'закрывали', 'двери', 'он', 'всегда', 'как-то', 'пробирался', 'сквозь', 'ни', 'замки', 'ни', 'охрана', 'ни', 'ловушки', 'никогда', 'не', 'могли', 'зделать', 'дверь', 'неприодолимой']","['как', 'бы', 'ни', 'закрывали', 'двери', 'он', 'всегда', 'как-то', 'пробирался', 'сквозь', 'ни', 'замки', 'ни', 'охрана', 'ни', 'ловушки', 'никогда', 'не', 'могли', 'сделать', 'дверь', 'непреодолимой']",-198.8275842304603,-222.3291118043648
860,вчера и сення был на дежурцве так была харошая солнечная пагода,вчера и сегодня был на дежурстве так была хорошая солнечная погода,"['вчера', 'и', 'сення', 'был', 'на', 'дежурцве', 'так', 'была', 'харошая', 'солнечная', 'пагода']","['вчера', 'и', 'сегодня', 'был', 'на', 'дежурстве', 'так', 'была', 'хорошая', 'солнечная', 'погода']",-101.59833408537601,-168.7159600060557
861,в ходе вчерашней торговой сессии на nasdaq и после окончания торгов подрожали почти на 2 до $14 3 за акцию,в ходе вчерашней торговой сессии на nasdaq и после окончания торгов подорожали почти на 2 до $14 3 за акцию,"['в', 'ходе', 'вчерашней', 'торговой', 'сессии', 'на', 'nasdaq', 'и', 'после', 'окончания', 'торгов', 'подрожали', 'почти', 'на', '2', 'до', '$14', '3', 'за', 'акцию']","['в', 'ходе', 'вчерашней', 'торговой', 'сессии', 'на', 'nasdaq', 'и', 'после', 'окончания', 'торгов', 'подорожали', 'почти', 'на', '2', 'до', '$14', '3', 'за', 'акцию']",-136.69392904765425,-146.43454215429608
862,он предназначен кажется больше для того чтобы о него спотыкаться чем для того чтобы идти по нему,он предназначен кажется больше для того чтобы о него спотыкаться чем для того чтобы идти по нему,"['он', 'предназначен', 'кажется', 'больше', 'для', 'того', 'чтобы', 'о', 'него', 'спотыкаться', 'чем', 'для', 'того', 'чтобы', 'идти', 'по', 'нему']","['он', 'предназначен', 'кажется', 'больше', 'для', 'того', 'чтобы', 'о', 'него', 'спотыкаться', 'чем', 'для', 'того', 'чтобы', 'идти', 'по', 'нему']",-144.10938983511178,-144.10397223656136
863,набережная непомню точно по моему фонтанки,набережная не помню точно по-моему фонтанки,"['набережная', 'непомню', 'точно', 'по', 'моему', 'фонтанки']","['набережная', 'не', 'помню', 'точно', 'по-моему', 'фонтанки']",-119.99779653795144,-111.57691772565248
864,необходимые документы паспорт справка о доходах по форме 2-ндфл,необходимые документы паспорт справка о доходах по форме 2-ндфл,"['необходимые', 'документы', 'паспорт', 'справка', 'о', 'доходах', 'по', 'форме', '2-ндфл']","['необходимые', 'документы', 'паспорт', 'справка', 'о', 'доходах', 'по', 'форме', '2-ндфл']",-97.13593661030745,-97.152058953374
865,абсолютно непонятно на кого такие материалы расчитаны на того кто мечтает услышать речь своего кумира,абсолютно непонятно на кого такие материалы рассчитаны на того кто мечтает услышать речь своего кумира,"['абсолютно', 'непонятно', 'на', 'кого', 'такие', 'материалы', 'расчитаны', 'на', 'того', 'кто', 'мечтает', 'услышать', 'речь', 'своего', 'кумира']","['абсолютно', 'непонятно', 'на', 'кого', 'такие', 'материалы', 'рассчитаны', 'на', 'того', 'кто', 'мечтает', 'услышать', 'речь', 'своего', 'кумира']",-121.95640449829196,-132.90487581103858
866,к тому без чего уже сегодня не можешь представить свою жизнь,к тому без чего уже сегодня не можешь представить свою жизнь,"['к', 'тому', 'без', 'чего', 'уже', 'сегодня', 'не', 'можешь', 'представить', 'свою', 'жизнь']","['к', 'тому', 'без', 'чего', 'уже', 'сегодня', 'не', 'можешь', 'представить', 'свою', 'жизнь']",-75.22729303016413,-75.22418011051494
867,потому что когда люди будут принимать решение приехать сюда то не в последнюю очередь москва большой культурный исторический центр большой индустриальный и финансовый центр,потому что когда люди будут принимать решение приехать сюда то не в последнюю очередь москва большой культурный исторический центр большой индустриальный и финансовый центр,"['потому', 'что', 'когда', 'люди', 'будут', 'принимать', 'решение', 'приехать', 'сюда', 'то', 'не', 'в', 'последнюю', 'очередь', 'москва', 'большой', 'культурный', 'исторический', 'центр', 'большой', 'индустриальный', 'и', 'финансовый', 'центр']","['потому', 'что', 'когда', 'люди', 'будут', 'принимать', 'решение', 'приехать', 'сюда', 'то', 'не', 'в', 'последнюю', 'очередь', 'москва', 'большой', 'культурный', 'исторический', 'центр', 'большой', 'индустриальный', 'и', 'финансовый', 'центр']",-194.90762939778466,-194.92396028577858
868,хотел было написать что они офигели постеры продавать за 125уе но потом разглядел что подписанный,хотел было написать что они офигели постеры продавать за 125уе но потом разглядел что подписанный,"['хотел', 'было', 'написать', 'что', 'они', 'офигели', 'постеры', 'продавать', 'за', '125уе', 'но', 'потом', 'разглядел', 'что', 'подписанный']","['хотел', 'было', 'написать', 'что', 'они', 'офигели', 'постеры', 'продавать', 'за', '125уе', 'но', 'потом', 'разглядел', 'что', 'подписанный']",-213.05264498611695,-213.05632261551838
869,сама ксения ловила сусликов огромным сочком,сама ксения ловила сусликов огромным сачком,"['сама', 'ксения', 'ловила', 'сусликов', 'огромным', 'сочком']","['сама', 'ксения', 'ловила', 'сусликов', 'огромным', 'сачком']",-123.51651132945764,-125.0065521797683
870,страшно представить еслиб с ней что-то случилось,страшно представить если б с ней что-то случилось,"['страшно', 'представить', 'еслиб', 'с', 'ней', 'что-то', 'случилось']","['страшно', 'представить', 'если', 'б', 'с', 'ней', 'что-то', 'случилось']",-72.54428652415487,-92.31785693737557
871,как же будут развеваться авиационные двигатели дальше какими они будут лет через пятьдесят,как же будут развиваться авиационные двигатели дальше какими они будут лет через пятьдесят,"['как', 'же', 'будут', 'развеваться', 'авиационные', 'двигатели', 'дальше', 'какими', 'они', 'будут', 'лет', 'через', 'пятьдесят']","['как', 'же', 'будут', 'развиваться', 'авиационные', 'двигатели', 'дальше', 'какими', 'они', 'будут', 'лет', 'через', 'пятьдесят']",-99.9636388390717,-118.15940153665763
872,на этом заканчивается сумашедший год в гимнастике,на этом заканчивается сумасшедший год в гимнастике,"['на', 'этом', 'заканчивается', 'сумашедший', 'год', 'в', 'гимнастике']","['на', 'этом', 'заканчивается', 'сумасшедший', 'год', 'в', 'гимнастике']",-85.05219638521491,-100.2977438994013
873,их беспощадно били с моего правого фланга лучники и с фронта бомбили катапульты,их беспощадно били с моего правого фланга лучники и с фронта бомбили катапульты,"['их', 'беспощадно', 'били', 'с', 'моего', 'правого', 'фланга', 'лучники', 'и', 'с', 'фронта', 'бомбили', 'катапульты']","['их', 'беспощадно', 'били', 'с', 'моего', 'правого', 'фланга', 'лучники', 'и', 'с', 'фронта', 'бомбили', 'катапульты']",-141.15626369486242,-141.10522551236392
874,ох я от людей невозможного ожидаю вообщем-то,ох я от людей невозможного ожидаю в общем-то,"['ох', 'я', 'от', 'людей', 'невозможного', 'ожидаю', 'вообщем-то']","['ох', 'я', 'от', 'людей', 'невозможного', 'ожидаю', 'в', 'общем-то']",-123.77548697626543,-121.52254300362533
875,а ксстати стас у меня нет твоего телефона и ты никогда не прочитаешь этот пост потому что у тебя может вобще нет аси и жж,а кстати стас у меня нет твоего телефона и ты никогда не прочитаешь этот пост потому что у тебя может вообще нет аси и жж,"['а', 'ксстати', 'стас', 'у', 'меня', 'нет', 'твоего', 'телефона', 'и', 'ты', 'никогда', 'не', 'прочитаешь', 'этот', 'пост', 'потому', 'что', 'у', 'тебя', 'может', 'вобще', 'нет', 'аси', 'и', 'жж']","['а', 'кстати', 'стас', 'у', 'меня', 'нет', 'твоего', 'телефона', 'и', 'ты', 'никогда', 'не', 'прочитаешь', 'этот', 'пост', 'потому', 'что', 'у', 'тебя', 'может', 'вообще', 'нет', 'аси', 'и', 'жж']",-178.47475819101163,-185.58815575666944
876,если просто к лобовому столкновению к непримиримой тотальной войне на вынос одной из сторон то очевидно ни к чему хорошему,если просто к лобовому столкновению к непримиримой тотальной войне на вынос одной из сторон то очевидно ни к чему хорошему,"['если', 'просто', 'к', 'лобовому', 'столкновению', 'к', 'непримиримой', 'тотальной', 'войне', 'на', 'вынос', 'одной', 'из', 'сторон', 'то', 'очевидно', 'ни', 'к', 'чему', 'хорошему']","['если', 'просто', 'к', 'лобовому', 'столкновению', 'к', 'непримиримой', 'тотальной', 'войне', 'на', 'вынос', 'одной', 'из', 'сторон', 'то', 'очевидно', 'ни', 'к', 'чему', 'хорошему']",-171.04792405058078,-171.0482462829652
877,а в детектива мне играть давно не интеренсо,а в детектива мне играть давно неинтересно,"['а', 'в', 'детектива', 'мне', 'играть', 'давно', 'не', 'интеренсо']","['а', 'в', 'детектива', 'мне', 'играть', 'давно', 'неинтересно']",-98.70866195893643,-104.0210285722991
878,по нижнему краю картины шла крупная надпись добро пожаловать,по нижнему краю картины шла крупная надпись добро пожаловать,"['по', 'нижнему', 'краю', 'картины', 'шла', 'крупная', 'надпись', 'добро', 'пожаловать']","['по', 'нижнему', 'краю', 'картины', 'шла', 'крупная', 'надпись', 'добро', 'пожаловать']",-115.13658267964897,-115.1370368404391
879,жирное не лезет алкоголь не прет,жирное не лезет алкоголь не прет,"['жирное', 'не', 'лезет', 'алкоголь', 'не', 'прет']","['жирное', 'не', 'лезет', 'алкоголь', 'не', 'прет']",-99.75909016075742,-99.76245716059816
880,всвязи с тем что от начальства был получен вместо ноута таблет очень захотелось в свободное от работы время почитать что нибудь приличное,в связи с тем что от начальства был получен вместо ноута таблет очень захотелось в свободное от работы время почитать что-нибудь приличное,"['всвязи', 'с', 'тем', 'что', 'от', 'начальства', 'был', 'получен', 'вместо', 'ноута', 'таблет', 'очень', 'захотелось', 'в', 'свободное', 'от', 'работы', 'время', 'почитать', 'что', 'нибудь', 'приличное']","['в', 'связи', 'с', 'тем', 'что', 'от', 'начальства', 'был', 'получен', 'вместо', 'ноута', 'таблет', 'очень', 'захотелось', 'в', 'свободное', 'от', 'работы', 'время', 'почитать', 'что-нибудь', 'приличное']",-138.4479340239271,-160.0204976654956
881,и нечего сново доступ к этим бумагам перенесли на 10 лет,и ничего снова доступ к этим бумагам перенесли на 10 лет,"['и', 'нечего', 'сново', 'доступ', 'к', 'этим', 'бумагам', 'перенесли', 'на', '10', 'лет']","['и', 'ничего', 'снова', 'доступ', 'к', 'этим', 'бумагам', 'перенесли', 'на', '10', 'лет']",-101.55790009586146,-105.97851444900427
882,которая еще в разные стороны разлетается и ваще это не юбка а тока пояс от юбки,которая еще в разные стороны разлетается и вообще это не юбка а только пояс от юбки,"['которая', 'еще', 'в', 'разные', 'стороны', 'разлетается', 'и', 'ваще', 'это', 'не', 'юбка', 'а', 'тока', 'пояс', 'от', 'юбки']","['которая', 'еще', 'в', 'разные', 'стороны', 'разлетается', 'и', 'вообще', 'это', 'не', 'юбка', 'а', 'только', 'пояс', 'от', 'юбки']",-147.86572761915335,-184.31466133242824
883,со сколькими чудесными людьми я познакомилась за это время как приятно обогатилась,со сколькими чудесными людьми я познакомилась за это время как приятно обогатилась,"['со', 'сколькими', 'чудесными', 'людьми', 'я', 'познакомилась', 'за', 'это', 'время', 'как', 'приятно', 'обогатилась']","['со', 'сколькими', 'чудесными', 'людьми', 'я', 'познакомилась', 'за', 'это', 'время', 'как', 'приятно', 'обогатилась']",-117.31914852084061,-117.32188881403418
884,ее огромная тень в свете свечей пала на стену и на полстола,ее огромная тень в свете свечей пала на стену и на полстола,"['ее', 'огромная', 'тень', 'в', 'свете', 'свечей', 'пала', 'на', 'стену', 'и', 'на', 'полстола']","['ее', 'огромная', 'тень', 'в', 'свете', 'свечей', 'пала', 'на', 'стену', 'и', 'на', 'полстола']",-109.33096552343332,-109.31105035815243
885,и этот человек отвечает вам и ты прости меня за то что было,и этот человек отвечает вам и ты прости меня за то что было,"['и', 'этот', 'человек', 'отвечает', 'вам', 'и', 'ты', 'прости', 'меня', 'за', 'то', 'что', 'было']","['и', 'этот', 'человек', 'отвечает', 'вам', 'и', 'ты', 'прости', 'меня', 'за', 'то', 'что', 'было']",-89.99851106956689,-89.99624904931024
886,мы будем опять улыбаться ходить по теплым улицам,мы будем опять улыбаться ходить по теплым улицам,"['мы', 'будем', 'опять', 'улыбаться', 'ходить', 'по', 'теплым', 'улицам']","['мы', 'будем', 'опять', 'улыбаться', 'ходить', 'по', 'теплым', 'улицам']",-86.53023363895474,-86.5302659749463
887,мне не очень понравилось что сам момент запуска был немного не до конца правильно организован и до и после в небо взлетало не маленькое количество фонариков,мне не очень понравилось что сам момент запуска был немного не до конца правильно организован и до и после в небо взлетало немаленькое количество фонариков,"['мне', 'не', 'очень', 'понравилось', 'что', 'сам', 'момент', 'запуска', 'был', 'немного', 'не', 'до', 'конца', 'правильно', 'организован', 'и', 'до', 'и', 'после', 'в', 'небо', 'взлетало', 'не', 'маленькое', 'количество', 'фонариков']","['мне', 'не', 'очень', 'понравилось', 'что', 'сам', 'момент', 'запуска', 'был', 'немного', 'не', 'до', 'конца', 'правильно', 'организован', 'и', 'до', 'и', 'после', 'в', 'небо', 'взлетало', 'немаленькое', 'количество', 'фонариков']",-159.13200336476768,-158.15461510308256
888,кое-как разжуешь один абзац и думаешь как можно читать эту бредятину,кое-как разжуешь один абзац и думаешь как можно читать эту бредятину,"['кое-как', 'разжуешь', 'один', 'абзац', 'и', 'думаешь', 'как', 'можно', 'читать', 'эту', 'бредятину']","['кое-как', 'разжуешь', 'один', 'абзац', 'и', 'думаешь', 'как', 'можно', 'читать', 'эту', 'бредятину']",-115.20896630462724,-115.20892566171626
889,до сих пор поверить не могу фашисты в центре киева это в 2014-то году,до сих пор поверить не могу фашисты в центре киева это в 2014-то году,"['до', 'сих', 'пор', 'поверить', 'не', 'могу', 'фашисты', 'в', 'центре', 'киева', 'это', 'в', '2014-то', 'году']","['до', 'сих', 'пор', 'поверить', 'не', 'могу', 'фашисты', 'в', 'центре', 'киева', 'это', 'в', '2014-то', 'году']",-135.30368941734713,-135.30299152008178
890,затяжной ремонт или просто таку них принято посколько свет с регулярным постоянством отключали каждый день,затяжной ремонт или просто так у них принято поскольку свет с регулярным постоянством отключали каждый день,"['затяжной', 'ремонт', 'или', 'просто', 'таку', 'них', 'принято', 'посколько', 'свет', 'с', 'регулярным', 'постоянством', 'отключали', 'каждый', 'день']","['затяжной', 'ремонт', 'или', 'просто', 'так', 'у', 'них', 'принято', 'поскольку', 'свет', 'с', 'регулярным', 'постоянством', 'отключали', 'каждый', 'день']",-152.4844618031619,-200.34573877473912
891,мне нужен дом в идеальном состоянии патаму что я семейный человек я вам не абы хто мне не нужны ваши проблемы,мне нужен дом в идеальном состоянии потому что я семейный человек я вам не абы кто мне не нужны ваши проблемы,"['мне', 'нужен', 'дом', 'в', 'идеальном', 'состоянии', 'патаму', 'что', 'я', 'семейный', 'человек', 'я', 'вам', 'не', 'абы', 'хто', 'мне', 'не', 'нужны', 'ваши', 'проблемы']","['мне', 'нужен', 'дом', 'в', 'идеальном', 'состоянии', 'потому', 'что', 'я', 'семейный', 'человек', 'я', 'вам', 'не', 'абы', 'кто', 'мне', 'не', 'нужны', 'ваши', 'проблемы']",-143.96778702988817,-169.92475576410177
892,преступить к оправданиям или просто рассказать о себе,приступить к оправданиям или просто рассказать о себе,"['преступить', 'к', 'оправданиям', 'или', 'просто', 'рассказать', 'о', 'себе']","['приступить', 'к', 'оправданиям', 'или', 'просто', 'рассказать', 'о', 'себе']",-73.76444845702864,-75.57576861412609
893,и помойму все кто чего то стоит из тех кто там учился в итоге не закончили или закончили но далеко не сразу,и по-моему все кто чего-то стоит из тех кто там учился в итоге не закончили или закончили но далеко не сразу,"['и', 'помойму', 'все', 'кто', 'чего', 'то', 'стоит', 'из', 'тех', 'кто', 'там', 'учился', 'в', 'итоге', 'не', 'закончили', 'или', 'закончили', 'но', 'далеко', 'не', 'сразу']","['и', 'по-моему', 'все', 'кто', 'чего-то', 'стоит', 'из', 'тех', 'кто', 'там', 'учился', 'в', 'итоге', 'не', 'закончили', 'или', 'закончили', 'но', 'далеко', 'не', 'сразу']",-160.50810655349696,-168.65280055387834
894,мы пока только начинаем составлять список ответов и соотносить один ответ с другим всвязи с нашим проэктом,мы пока только начинаем составлять список ответов и соотносить один ответ с другим в связи с нашим проектом,"['мы', 'пока', 'только', 'начинаем', 'составлять', 'список', 'ответов', 'и', 'соотносить', 'один', 'ответ', 'с', 'другим', 'всвязи', 'с', 'нашим', 'проэктом']","['мы', 'пока', 'только', 'начинаем', 'составлять', 'список', 'ответов', 'и', 'соотносить', 'один', 'ответ', 'с', 'другим', 'в', 'связи', 'с', 'нашим', 'проектом']",-118.47282046142594,-133.79531883107106
895,знаю одно если видишь во сне что человек умирает значит в реале жить долгооо буит,знаю одно если видишь во сне что человек умирает значит в реале жить долго будет,"['знаю', 'одно', 'если', 'видишь', 'во', 'сне', 'что', 'человек', 'умирает', 'значит', 'в', 'реале', 'жить', 'долгооо', 'буит']","['знаю', 'одно', 'если', 'видишь', 'во', 'сне', 'что', 'человек', 'умирает', 'значит', 'в', 'реале', 'жить', 'долго', 'будет']",-156.05003774391614,-173.64216366951035
896,то по чему я поначалу разбирался с руби programming ruby v0.4,то по чему я поначалу разбирался с руби programming ruby v0.4,"['то', 'по', 'чему', 'я', 'поначалу', 'разбирался', 'с', 'руби', 'programming', 'ruby', 'v0.4']","['то', 'по', 'чему', 'я', 'поначалу', 'разбирался', 'с', 'руби', 'programming', 'ruby', 'v0.4']",-173.02441495186585,-173.0264560204673
897,да тебе хочеться кирпичи таскать,да тебе хочется кирпичи таскать,"['да', 'тебе', 'хочеться', 'кирпичи', 'таскать']","['да', 'тебе', 'хочется', 'кирпичи', 'таскать']",-87.5943481986802,-101.48916246243488
898,в целом в европе и россии есть правительственные программы echolon и сорм которые обязуют провайдеров хранить все данные о пользователе в течении довольно длительного времени,в целом в европе и россии есть правительственные программы echolon и сорм которые обязуют провайдеров хранить все данные о пользователе в течении довольно длительного времени,"['в', 'целом', 'в', 'европе', 'и', 'россии', 'есть', 'правительственные', 'программы', 'echolon', 'и', 'сорм', 'которые', 'обязуют', 'провайдеров', 'хранить', 'все', 'данные', 'о', 'пользователе', 'в', 'течении', 'довольно', 'длительного', 'времени']","['в', 'целом', 'в', 'европе', 'и', 'россии', 'есть', 'правительственные', 'программы', 'echolon', 'и', 'сорм', 'которые', 'обязуют', 'провайдеров', 'хранить', 'все', 'данные', 'о', 'пользователе', 'в', 'течении', 'довольно', 'длительного', 'времени']",-181.08102708278793,-181.08001057273884
899,дэвид кей попрежнему хвалил ливайна но другие в drexel и за пределами фирмы считали его обузой,дэвид кей по-прежнему хвалил ливайна но другие в drexel и за пределами фирмы считали его обузой,"['дэвид', 'кей', 'попрежнему', 'хвалил', 'ливайна', 'но', 'другие', 'в', 'drexel', 'и', 'за', 'пределами', 'фирмы', 'считали', 'его', 'обузой']","['дэвид', 'кей', 'по-прежнему', 'хвалил', 'ливайна', 'но', 'другие', 'в', 'drexel', 'и', 'за', 'пределами', 'фирмы', 'считали', 'его', 'обузой']",-185.06168801629113,-192.75819742297801
900,а для того чтобы водитель-нарушитель как можно быстрее отработал долг государству назначать общественные работы ввиде дежурства в качестве юнного помощника гаи и вручать ему знак ограничение скорости 40,а для того чтобы водитель-нарушитель как можно быстрее отработал долг государству назначать общественные работы в виде дежурства в качестве юного помощника гаи и вручать ему знак ограничение скорости 40,"['а', 'для', 'того', 'чтобы', 'водитель-нарушитель', 'как', 'можно', 'быстрее', 'отработал', 'долг', 'государству', 'назначать', 'общественные', 'работы', 'ввиде', 'дежурства', 'в', 'качестве', 'юнного', 'помощника', 'гаи', 'и', 'вручать', 'ему', 'знак', 'ограничение', 'скорости', '40']","['а', 'для', 'того', 'чтобы', 'водитель-нарушитель', 'как', 'можно', 'быстрее', 'отработал', 'долг', 'государству', 'назначать', 'общественные', 'работы', 'в', 'виде', 'дежурства', 'в', 'качестве', 'юного', 'помощника', 'гаи', 'и', 'вручать', 'ему', 'знак', 'ограничение', 'скорости', '40']",-227.82810976883877,-255.2173140315095
901,вы знаете если кому-то потребуется потратить в магазине-супермаркете денег больше чем хочется то вы меня зовите смело,вы знаете если кому-то потребуется потратить в магазине-супермаркете денег больше чем хочется то вы меня зовите смело,"['вы', 'знаете', 'если', 'кому-то', 'потребуется', 'потратить', 'в', 'магазине-супермаркете', 'денег', 'больше', 'чем', 'хочется', 'то', 'вы', 'меня', 'зовите', 'смело']","['вы', 'знаете', 'если', 'кому-то', 'потребуется', 'потратить', 'в', 'магазине-супермаркете', 'денег', 'больше', 'чем', 'хочется', 'то', 'вы', 'меня', 'зовите', 'смело']",-165.44483382337302,-165.4283850551556
902,волны похозяйствования внезапно накактив тутже кудато деваються,волны похозяйствования внезапно накатив тут же куда-то деваются,"['волны', 'похозяйствования', 'внезапно', 'накактив', 'тутже', 'кудато', 'деваються']","['волны', 'похозяйствования', 'внезапно', 'накатив', 'тут', 'же', 'куда-то', 'деваются']",-126.05175941960596,-144.1464598826994
903,именно в этом и заключается весь глубокий смысл нашей быстрой компьютерной поддержки,именно в этом и заключается весь глубокий смысл нашей быстрой компьютерной поддержки,"['именно', 'в', 'этом', 'и', 'заключается', 'весь', 'глубокий', 'смысл', 'нашей', 'быстрой', 'компьютерной', 'поддержки']","['именно', 'в', 'этом', 'и', 'заключается', 'весь', 'глубокий', 'смысл', 'нашей', 'быстрой', 'компьютерной', 'поддержки']",-95.52152983161565,-95.5253467486437
904,ну да ладно меня троллят надо смериться с этим,ну да ладно меня троллят надо смириться с этим,"['ну', 'да', 'ладно', 'меня', 'троллят', 'надо', 'смериться', 'с', 'этим']","['ну', 'да', 'ладно', 'меня', 'троллят', 'надо', 'смириться', 'с', 'этим']",-94.26093750669736,-108.14791325298863
905,и все бы ничего но тут вдруг сопровождающее меня лицо переклинивает чегой-то я ему сказала не так он пинает сначала мороженое далеко улетело,и все бы ничего но тут вдруг сопровождающее меня лицо переклинивает чегой-то я ему сказала не так он пинает сначала мороженое далеко улетело,"['и', 'все', 'бы', 'ничего', 'но', 'тут', 'вдруг', 'сопровождающее', 'меня', 'лицо', 'переклинивает', 'чегой-то', 'я', 'ему', 'сказала', 'не', 'так', 'он', 'пинает', 'сначала', 'мороженое', 'далеко', 'улетело']","['и', 'все', 'бы', 'ничего', 'но', 'тут', 'вдруг', 'сопровождающее', 'меня', 'лицо', 'переклинивает', 'чегой-то', 'я', 'ему', 'сказала', 'не', 'так', 'он', 'пинает', 'сначала', 'мороженое', 'далеко', 'улетело']",-257.65536481831384,-257.6227651211141
906,опять же человек завидует таму что ему не дано,опять же человек завидует тому что ему не дано,"['опять', 'же', 'человек', 'завидует', 'таму', 'что', 'ему', 'не', 'дано']","['опять', 'же', 'человек', 'завидует', 'тому', 'что', 'ему', 'не', 'дано']",-98.73644149185884,-117.16805457970612
907,население было ограблено инфляцией и брошено выживать в условиях полного отсутствия государства,население было ограблено инфляцией и брошено выживать в условиях полного отсутствия государства,"['население', 'было', 'ограблено', 'инфляцией', 'и', 'брошено', 'выживать', 'в', 'условиях', 'полного', 'отсутствия', 'государства']","['население', 'было', 'ограблено', 'инфляцией', 'и', 'брошено', 'выживать', 'в', 'условиях', 'полного', 'отсутствия', 'государства']",-110.73353372483277,-110.64204674875225
908,а потом только его и видели исчез в какой-то одному ему ведомой норке,а потом только его и видели исчез в какой-то одному ему ведомой норке,"['а', 'потом', 'только', 'его', 'и', 'видели', 'исчез', 'в', 'какой-то', 'одному', 'ему', 'ведомой', 'норке']","['а', 'потом', 'только', 'его', 'и', 'видели', 'исчез', 'в', 'какой-то', 'одному', 'ему', 'ведомой', 'норке']",-141.25558643452362,-141.25603176802142
909,да пожалуй именно парафиновая восковые мудрые светильники горят очень долго с нагаром а ты сгораешь быстро и без следа,да пожалуй именно парафиновая восковые мудрые светильники горят очень долго с нагаром а ты сгораешь быстро и без следа,"['да', 'пожалуй', 'именно', 'парафиновая', 'восковые', 'мудрые', 'светильники', 'горят', 'очень', 'долго', 'с', 'нагаром', 'а', 'ты', 'сгораешь', 'быстро', 'и', 'без', 'следа']","['да', 'пожалуй', 'именно', 'парафиновая', 'восковые', 'мудрые', 'светильники', 'горят', 'очень', 'долго', 'с', 'нагаром', 'а', 'ты', 'сгораешь', 'быстро', 'и', 'без', 'следа']",-220.52559021781255,-220.51312398887754
910,есть специалисты многие из которых работают в тех же сиротских учреждениях их можно привлечь и они знают характер и поведение воспитанников не по наслышке,есть специалисты многие из которых работают в тех же сиротских учреждениях их можно привлечь и они знают характер и поведение воспитанников не понаслышке,"['есть', 'специалисты', 'многие', 'из', 'которых', 'работают', 'в', 'тех', 'же', 'сиротских', 'учреждениях', 'их', 'можно', 'привлечь', 'и', 'они', 'знают', 'характер', 'и', 'поведение', 'воспитанников', 'не', 'по', 'наслышке']","['есть', 'специалисты', 'многие', 'из', 'которых', 'работают', 'в', 'тех', 'же', 'сиротских', 'учреждениях', 'их', 'можно', 'привлечь', 'и', 'они', 'знают', 'характер', 'и', 'поведение', 'воспитанников', 'не', 'понаслышке']",-130.18727869691324,-137.26053807521944
911,и не очень понятно почему он вдруг должен перестать возникать и чем он тебе так не нравится этот вопрос,и не очень понятно почему он вдруг должен перестать возникать и чем он тебе так не нравится этот вопрос,"['и', 'не', 'очень', 'понятно', 'почему', 'он', 'вдруг', 'должен', 'перестать', 'возникать', 'и', 'чем', 'он', 'тебе', 'так', 'не', 'нравится', 'этот', 'вопрос']","['и', 'не', 'очень', 'понятно', 'почему', 'он', 'вдруг', 'должен', 'перестать', 'возникать', 'и', 'чем', 'он', 'тебе', 'так', 'не', 'нравится', 'этот', 'вопрос']",-110.01132038214475,-110.00169628284011
912,у нас хорошо получается доставлять удовльствие друг другу почему это плохо,у нас хорошо получается доставлять удовольствие друг другу почему это плохо,"['у', 'нас', 'хорошо', 'получается', 'доставлять', 'удовльствие', 'друг', 'другу', 'почему', 'это', 'плохо']","['у', 'нас', 'хорошо', 'получается', 'доставлять', 'удовольствие', 'друг', 'другу', 'почему', 'это', 'плохо']",-88.31801911188427,-101.60685379372504
