,source,true,tokenized_source,tokenized_true,scores_true,scores_source
850,и интеренет был какой-то странный,и интернет был какой-то странный,"['и', 'интеренет', 'был', 'какой-то', 'странный']","['и', 'интернет', 'был', 'какой-то', 'странный']","(-95.46694771891057, 'и интернет был какой-то странный')","(-108.4108686781592, 'и интеренет был какой-то странный')"
851,вот я и понял на этих выходных что я отнюдь не корова теперь незнаю радываться или нет этому факту,вот я и понял на этих выходных что я отнюдь не корова теперь не знаю радоваться или нет этому факту,"['вот', 'я', 'и', 'понял', 'на', 'этих', 'выходных', 'что', 'я', 'отнюдь', 'не', 'корова', 'теперь', 'незнаю', 'радываться', 'или', 'нет', 'этому', 'факту']","['вот', 'я', 'и', 'понял', 'на', 'этих', 'выходных', 'что', 'я', 'отнюдь', 'не', 'корова', 'теперь', 'не', 'знаю', 'радоваться', 'или', 'нет', 'этому', 'факту']","(-249.6646186277278, 'вот я и понял на этих выходных что я отнюдь не корова теперь не знаю радоваться или нет этому факту')","(-267.86407339463926, 'вот я и понял на этих выходных что я отнюдь не корова теперь незнаю радываться или нет этому факту')"
852,только сегодня мечтала чтобы строили уже еще одно кольцо на метро неважно где,только сегодня мечтала чтобы строили уже еще одно кольцо на метро неважно где,"['только', 'сегодня', 'мечтала', 'чтобы', 'строили', 'уже', 'еще', 'одно', 'кольцо', 'на', 'метро', 'неважно', 'где']","['только', 'сегодня', 'мечтала', 'чтобы', 'строили', 'уже', 'еще', 'одно', 'кольцо', 'на', 'метро', 'неважно', 'где']","(-235.47837671658826, 'только сегодня мечтала чтобы строили уже еще одно кольцо на метро неважно где')","(-235.3988971128736, 'только сегодня мечтала чтобы строили уже еще одно кольцо на метро неважно где')"
853,хороший фильм но оставил у меня послевкусие безвыходности чтоль,хороший фильм но оставил у меня послевкусие безвыходности что ль,"['хороший', 'фильм', 'но', 'оставил', 'у', 'меня', 'послевкусие', 'безвыходности', 'чтоль']","['хороший', 'фильм', 'но', 'оставил', 'у', 'меня', 'послевкусие', 'безвыходности', 'что', 'ль']","(-169.76006087508108, 'хороший фильм но оставил у меня послевкусие безвыходности что ль')","(-157.10037158592627, 'хороший фильм но оставил у меня послевкусие безвыходности чтоль')"
854,су скп рф по кемеровской области преступило к до следственной проверке сообщил в воскресенье интерфаксу официальный представитель прокуратуры,су скп рф по кемеровской области приступило к доследственной проверке сообщил в воскресенье интерфаксу официальный представитель прокуратуры,"['су', 'скп', 'рф', 'по', 'кемеровской', 'области', 'преступило', 'к', 'до', 'следственной', 'проверке', 'сообщил', 'в', 'воскресенье', 'интерфаксу', 'официальный', 'представитель', 'прокуратуры']","['су', 'скп', 'рф', 'по', 'кемеровской', 'области', 'приступило', 'к', 'доследственной', 'проверке', 'сообщил', 'в', 'воскресенье', 'интерфаксу', 'официальный', 'представитель', 'прокуратуры']","(-191.2422500781015, 'су скп рф по кемеровской области приступило к доследственной проверке сообщил в воскресенье интерфаксу официальный представитель прокуратуры')","(-245.33968990873097, 'су скп рф по кемеровской области преступило к до следственной проверке сообщил в воскресенье интерфаксу официальный представитель прокуратуры')"
855,как-нибудь без великих дел умных мыслей святых идеалов и возвышенных целей,как-нибудь без великих дел умных мыслей святых идеалов и возвышенных целей,"['как-нибудь', 'без', 'великих', 'дел', 'умных', 'мыслей', 'святых', 'идеалов', 'и', 'возвышенных', 'целей']","['как-нибудь', 'без', 'великих', 'дел', 'умных', 'мыслей', 'святых', 'идеалов', 'и', 'возвышенных', 'целей']","(-204.0928049860874, 'как-нибудь без великих дел умных мыслей святых идеалов и возвышенных целей')","(-204.0802957398376, 'как-нибудь без великих дел умных мыслей святых идеалов и возвышенных целей')"
856,честно говоря о подобном я даже не мечтал,честно говоря о подобном я даже не мечтал,"['честно', 'говоря', 'о', 'подобном', 'я', 'даже', 'не', 'мечтал']","['честно', 'говоря', 'о', 'подобном', 'я', 'даже', 'не', 'мечтал']","(-102.49914414164017, 'честно говоря о подобном я даже не мечтал')","(-102.48076849663617, 'честно говоря о подобном я даже не мечтал')"
857,но в детской поликлиники все равно измучаю им этот снилс за каким-то делом оооочень нужен,но в детской поликлинике все равно измучают им этот снилс за каким-то делом очень нужен,"['но', 'в', 'детской', 'поликлиники', 'все', 'равно', 'измучаю', 'им', 'этот', 'снилс', 'за', 'каким-то', 'делом', 'оооочень', 'нужен']","['но', 'в', 'детской', 'поликлинике', 'все', 'равно', 'измучают', 'им', 'этот', 'снилс', 'за', 'каким-то', 'делом', 'очень', 'нужен']","(-198.62769628525248, 'но в детской поликлинике все равно измучают им этот снилс за каким-то делом очень нужен')","(-224.51016824062202, 'но в детской поликлиники все равно измучаю им этот снилс за каким-то делом оооочень нужен')"
858,прямиком соответствующая женщина приступает получаться в мере следом стройный ворот придерживался,прямиком соответствующая женщина приступает получаться в мере следом стройный ворот придерживался,"['прямиком', 'соответствующая', 'женщина', 'приступает', 'получаться', 'в', 'мере', 'следом', 'стройный', 'ворот', 'придерживался']","['прямиком', 'соответствующая', 'женщина', 'приступает', 'получаться', 'в', 'мере', 'следом', 'стройный', 'ворот', 'придерживался']","(-285.70940893928685, 'прямиком соответствующая женщина приступает получаться в мере следом стройный ворот придерживался')","(-285.7167126290038, 'прямиком соответствующая женщина приступает получаться в мере следом стройный ворот придерживался')"
859,как бы не закрывали двери он всегда как-то пробирался сквозь ни замки ни охрана ни ловушки никогда не могли зделать дверь неприодолимой,как бы ни закрывали двери он всегда как-то пробирался сквозь ни замки ни охрана ни ловушки никогда не могли сделать дверь непреодолимой,"['как', 'бы', 'не', 'закрывали', 'двери', 'он', 'всегда', 'как-то', 'пробирался', 'сквозь', 'ни', 'замки', 'ни', 'охрана', 'ни', 'ловушки', 'никогда', 'не', 'могли', 'зделать', 'дверь', 'неприодолимой']","['как', 'бы', 'ни', 'закрывали', 'двери', 'он', 'всегда', 'как-то', 'пробирался', 'сквозь', 'ни', 'замки', 'ни', 'охрана', 'ни', 'ловушки', 'никогда', 'не', 'могли', 'сделать', 'дверь', 'непреодолимой']","(-301.09910243341363, 'как бы ни закрывали двери он всегда как-то пробирался сквозь ни замки ни охрана ни ловушки никогда не могли сделать дверь непреодолимой')","(-314.7779833054548, 'как бы не закрывали двери он всегда как-то пробирался сквозь ни замки ни охрана ни ловушки никогда не могли зделать дверь неприодолимой')"
860,вчера и сення был на дежурцве так была харошая солнечная пагода,вчера и сегодня был на дежурстве так была хорошая солнечная погода,"['вчера', 'и', 'сення', 'был', 'на', 'дежурцве', 'так', 'была', 'харошая', 'солнечная', 'пагода']","['вчера', 'и', 'сегодня', 'был', 'на', 'дежурстве', 'так', 'была', 'хорошая', 'солнечная', 'погода']","(-149.72451706617125, 'вчера и сегодня был на дежурстве так была хорошая солнечная погода')","(-202.71100822947096, 'вчера и сення был на дежурцве так была харошая солнечная пагода')"
861,в ходе вчерашней торговой сессии на nasdaq и после окончания торгов подрожали почти на 2 до $14 3 за акцию,в ходе вчерашней торговой сессии на nasdaq и после окончания торгов подорожали почти на 2 до $14 3 за акцию,"['в', 'ходе', 'вчерашней', 'торговой', 'сессии', 'на', 'nasdaq', 'и', 'после', 'окончания', 'торгов', 'подрожали', 'почти', 'на', '2', 'до', '$14', '3', 'за', 'акцию']","['в', 'ходе', 'вчерашней', 'торговой', 'сессии', 'на', 'nasdaq', 'и', 'после', 'окончания', 'торгов', 'подорожали', 'почти', 'на', '2', 'до', '$14', '3', 'за', 'акцию']","(-162.9550207677698, 'в ходе вчерашней торговой сессии на nasdaq и после окончания торгов подорожали почти на 2 до $14 3 за акцию')","(-172.75430046077773, 'в ходе вчерашней торговой сессии на nasdaq и после окончания торгов подрожали почти на 2 до $14 3 за акцию')"
862,он предназначен кажется больше для того чтобы о него спотыкаться чем для того чтобы идти по нему,он предназначен кажется больше для того чтобы о него спотыкаться чем для того чтобы идти по нему,"['он', 'предназначен', 'кажется', 'больше', 'для', 'того', 'чтобы', 'о', 'него', 'спотыкаться', 'чем', 'для', 'того', 'чтобы', 'идти', 'по', 'нему']","['он', 'предназначен', 'кажется', 'больше', 'для', 'того', 'чтобы', 'о', 'него', 'спотыкаться', 'чем', 'для', 'того', 'чтобы', 'идти', 'по', 'нему']","(-213.57127558512022, 'он предназначен кажется больше для того чтобы о него спотыкаться чем для того чтобы идти по нему')","(-213.56620083018748, 'он предназначен кажется больше для того чтобы о него спотыкаться чем для того чтобы идти по нему')"
863,набережная непомню точно по моему фонтанки,набережная не помню точно по-моему фонтанки,"['набережная', 'непомню', 'точно', 'по', 'моему', 'фонтанки']","['набережная', 'не', 'помню', 'точно', 'по-моему', 'фонтанки']","(-142.91342113019894, 'набережная не помню точно по-моему фонтанки')","(-128.07598601176306, 'набережная непомню точно по моему фонтанки')"
864,необходимые документы паспорт справка о доходах по форме 2-ндфл,необходимые документы паспорт справка о доходах по форме 2-ндфл,"['необходимые', 'документы', 'паспорт', 'справка', 'о', 'доходах', 'по', 'форме', '2-ндфл']","['необходимые', 'документы', 'паспорт', 'справка', 'о', 'доходах', 'по', 'форме', '2-ндфл']","(-117.888771018379, 'необходимые документы паспорт справка о доходах по форме 2-ндфл')","(-117.90219154744246, 'необходимые документы паспорт справка о доходах по форме 2-ндфл')"
865,абсолютно непонятно на кого такие материалы расчитаны на того кто мечтает услышать речь своего кумира,абсолютно непонятно на кого такие материалы рассчитаны на того кто мечтает услышать речь своего кумира,"['абсолютно', 'непонятно', 'на', 'кого', 'такие', 'материалы', 'расчитаны', 'на', 'того', 'кто', 'мечтает', 'услышать', 'речь', 'своего', 'кумира']","['абсолютно', 'непонятно', 'на', 'кого', 'такие', 'материалы', 'рассчитаны', 'на', 'того', 'кто', 'мечтает', 'услышать', 'речь', 'своего', 'кумира']","(-193.36558453227553, 'абсолютно непонятно на кого такие материалы рассчитаны на того кто мечтает услышать речь своего кумира')","(-205.08260164922447, 'абсолютно непонятно на кого такие материалы расчитаны на того кто мечтает услышать речь своего кумира')"
866,к тому без чего уже сегодня не можешь представить свою жизнь,к тому без чего уже сегодня не можешь представить свою жизнь,"['к', 'тому', 'без', 'чего', 'уже', 'сегодня', 'не', 'можешь', 'представить', 'свою', 'жизнь']","['к', 'тому', 'без', 'чего', 'уже', 'сегодня', 'не', 'можешь', 'представить', 'свою', 'жизнь']","(-111.40932985766932, 'к тому без чего уже сегодня не можешь представить свою жизнь')","(-111.40688794135437, 'к тому без чего уже сегодня не можешь представить свою жизнь')"
867,потому что когда люди будут принимать решение приехать сюда то не в последнюю очередь москва большой культурный исторический центр большой индустриальный и финансовый центр,потому что когда люди будут принимать решение приехать сюда то не в последнюю очередь москва большой культурный исторический центр большой индустриальный и финансовый центр,"['потому', 'что', 'когда', 'люди', 'будут', 'принимать', 'решение', 'приехать', 'сюда', 'то', 'не', 'в', 'последнюю', 'очередь', 'москва', 'большой', 'культурный', 'исторический', 'центр', 'большой', 'индустриальный', 'и', 'финансовый', 'центр']","['потому', 'что', 'когда', 'люди', 'будут', 'принимать', 'решение', 'приехать', 'сюда', 'то', 'не', 'в', 'последнюю', 'очередь', 'москва', 'большой', 'культурный', 'исторический', 'центр', 'большой', 'индустриальный', 'и', 'финансовый', 'центр']","(-311.0132596787121, 'потому что когда люди будут принимать решение приехать сюда то не в последнюю очередь москва большой культурный исторический центр большой индустриальный и финансовый центр')","(-311.01724963476636, 'потому что когда люди будут принимать решение приехать сюда то не в последнюю очередь москва большой культурный исторический центр большой индустриальный и финансовый центр')"
868,хотел было написать что они офигели постеры продавать за 125уе но потом разглядел что подписанный,хотел было написать что они офигели постеры продавать за 125уе но потом разглядел что подписанный,"['хотел', 'было', 'написать', 'что', 'они', 'офигели', 'постеры', 'продавать', 'за', '125уе', 'но', 'потом', 'разглядел', 'что', 'подписанный']","['хотел', 'было', 'написать', 'что', 'они', 'офигели', 'постеры', 'продавать', 'за', '125уе', 'но', 'потом', 'разглядел', 'что', 'подписанный']","(-286.4391699255156, 'хотел было написать что они офигели постеры продавать за 125уе но потом разглядел что подписанный')","(-286.4426658647531, 'хотел было написать что они офигели постеры продавать за 125уе но потом разглядел что подписанный')"
869,сама ксения ловила сусликов огромным сочком,сама ксения ловила сусликов огромным сачком,"['сама', 'ксения', 'ловила', 'сусликов', 'огромным', 'сочком']","['сама', 'ксения', 'ловила', 'сусликов', 'огромным', 'сачком']","(-139.45350249071822, 'сама ксения ловила сусликов огромным сачком')","(-133.54390721250343, 'сама ксения ловила сусликов огромным сочком')"
870,страшно представить еслиб с ней что-то случилось,страшно представить если б с ней что-то случилось,"['страшно', 'представить', 'еслиб', 'с', 'ней', 'что-то', 'случилось']","['страшно', 'представить', 'если', 'б', 'с', 'ней', 'что-то', 'случилось']","(-99.65689892547303, 'страшно представить если б с ней что-то случилось')","(-110.89757117409226, 'страшно представить еслиб с ней что-то случилось')"
871,как же будут развеваться авиационные двигатели дальше какими они будут лет через пятьдесят,как же будут развиваться авиационные двигатели дальше какими они будут лет через пятьдесят,"['как', 'же', 'будут', 'развеваться', 'авиационные', 'двигатели', 'дальше', 'какими', 'они', 'будут', 'лет', 'через', 'пятьдесят']","['как', 'же', 'будут', 'развиваться', 'авиационные', 'двигатели', 'дальше', 'какими', 'они', 'будут', 'лет', 'через', 'пятьдесят']","(-143.69889761124801, 'как же будут развиваться авиационные двигатели дальше какими они будут лет через пятьдесят')","(-165.47762297161634, 'как же будут развеваться авиационные двигатели дальше какими они будут лет через пятьдесят')"
872,на этом заканчивается сумашедший год в гимнастике,на этом заканчивается сумасшедший год в гимнастике,"['на', 'этом', 'заканчивается', 'сумашедший', 'год', 'в', 'гимнастике']","['на', 'этом', 'заканчивается', 'сумасшедший', 'год', 'в', 'гимнастике']","(-106.6779586016599, 'на этом заканчивается сумасшедший год в гимнастике')","(-124.68897420978641, 'на этом заканчивается сумашедший год в гимнастике')"
873,их беспощадно били с моего правого фланга лучники и с фронта бомбили катапульты,их беспощадно били с моего правого фланга лучники и с фронта бомбили катапульты,"['их', 'беспощадно', 'били', 'с', 'моего', 'правого', 'фланга', 'лучники', 'и', 'с', 'фронта', 'бомбили', 'катапульты']","['их', 'беспощадно', 'били', 'с', 'моего', 'правого', 'фланга', 'лучники', 'и', 'с', 'фронта', 'бомбили', 'катапульты']","(-203.3250763715299, 'их беспощадно били с моего правого фланга лучники и с фронта бомбили катапульты')","(-203.2546521564734, 'их беспощадно били с моего правого фланга лучники и с фронта бомбили катапульты')"
874,ох я от людей невозможного ожидаю вообщем-то,ох я от людей невозможного ожидаю в общем-то,"['ох', 'я', 'от', 'людей', 'невозможного', 'ожидаю', 'вообщем-то']","['ох', 'я', 'от', 'людей', 'невозможного', 'ожидаю', 'в', 'общем-то']","(-157.8608750178024, 'ох я от людей невозможного ожидаю в общем-то')","(-144.09502012180698, 'ох я от людей невозможного ожидаю вообщем-то')"
875,а ксстати стас у меня нет твоего телефона и ты никогда не прочитаешь этот пост потому что у тебя может вобще нет аси и жж,а кстати стас у меня нет твоего телефона и ты никогда не прочитаешь этот пост потому что у тебя может вообще нет аси и жж,"['а', 'ксстати', 'стас', 'у', 'меня', 'нет', 'твоего', 'телефона', 'и', 'ты', 'никогда', 'не', 'прочитаешь', 'этот', 'пост', 'потому', 'что', 'у', 'тебя', 'может', 'вобще', 'нет', 'аси', 'и', 'жж']","['а', 'кстати', 'стас', 'у', 'меня', 'нет', 'твоего', 'телефона', 'и', 'ты', 'никогда', 'не', 'прочитаешь', 'этот', 'пост', 'потому', 'что', 'у', 'тебя', 'может', 'вообще', 'нет', 'аси', 'и', 'жж']","(-281.3725654562764, 'а кстати стас у меня нет твоего телефона и ты никогда не прочитаешь этот пост потому что у тебя может вообще нет аси и жж')","(-287.2143588493347, 'а ксстати стас у меня нет твоего телефона и ты никогда не прочитаешь этот пост потому что у тебя может вобще нет аси и жж')"
876,если просто к лобовому столкновению к непримиримой тотальной войне на вынос одной из сторон то очевидно ни к чему хорошему,если просто к лобовому столкновению к непримиримой тотальной войне на вынос одной из сторон то очевидно ни к чему хорошему,"['если', 'просто', 'к', 'лобовому', 'столкновению', 'к', 'непримиримой', 'тотальной', 'войне', 'на', 'вынос', 'одной', 'из', 'сторон', 'то', 'очевидно', 'ни', 'к', 'чему', 'хорошему']","['если', 'просто', 'к', 'лобовому', 'столкновению', 'к', 'непримиримой', 'тотальной', 'войне', 'на', 'вынос', 'одной', 'из', 'сторон', 'то', 'очевидно', 'ни', 'к', 'чему', 'хорошему']","(-245.78778859749227, 'если просто к лобовому столкновению к непримиримой тотальной войне на вынос одной из сторон то очевидно ни к чему хорошему')","(-245.78750472042978, 'если просто к лобовому столкновению к непримиримой тотальной войне на вынос одной из сторон то очевидно ни к чему хорошему')"
877,а в детектива мне играть давно не интеренсо,а в детектива мне играть давно неинтересно,"['а', 'в', 'детектива', 'мне', 'играть', 'давно', 'не', 'интеренсо']","['а', 'в', 'детектива', 'мне', 'играть', 'давно', 'неинтересно']","(-130.88932625434197, 'а в детектива мне играть давно неинтересно')","(-130.81517200888337, 'а в детектива мне играть давно не интеренсо')"
878,по нижнему краю картины шла крупная надпись добро пожаловать,по нижнему краю картины шла крупная надпись добро пожаловать,"['по', 'нижнему', 'краю', 'картины', 'шла', 'крупная', 'надпись', 'добро', 'пожаловать']","['по', 'нижнему', 'краю', 'картины', 'шла', 'крупная', 'надпись', 'добро', 'пожаловать']","(-150.20608845216947, 'по нижнему краю картины шла крупная надпись добро пожаловать')","(-150.20603817731677, 'по нижнему краю картины шла крупная надпись добро пожаловать')"
879,жирное не лезет алкоголь не прет,жирное не лезет алкоголь не прет,"['жирное', 'не', 'лезет', 'алкоголь', 'не', 'прет']","['жирное', 'не', 'лезет', 'алкоголь', 'не', 'прет']","(-126.2108332772751, 'жирное не лезет алкоголь не прет')","(-126.20526554744376, 'жирное не лезет алкоголь не прет')"
880,всвязи с тем что от начальства был получен вместо ноута таблет очень захотелось в свободное от работы время почитать что нибудь приличное,в связи с тем что от начальства был получен вместо ноута таблет очень захотелось в свободное от работы время почитать что-нибудь приличное,"['всвязи', 'с', 'тем', 'что', 'от', 'начальства', 'был', 'получен', 'вместо', 'ноута', 'таблет', 'очень', 'захотелось', 'в', 'свободное', 'от', 'работы', 'время', 'почитать', 'что', 'нибудь', 'приличное']","['в', 'связи', 'с', 'тем', 'что', 'от', 'начальства', 'был', 'получен', 'вместо', 'ноута', 'таблет', 'очень', 'захотелось', 'в', 'свободное', 'от', 'работы', 'время', 'почитать', 'что-нибудь', 'приличное']","(-208.48489234401467, 'в связи с тем что от начальства был получен вместо ноута таблет очень захотелось в свободное от работы время почитать что-нибудь приличное')","(-244.87483143304362, 'всвязи с тем что от начальства был получен вместо ноута таблет очень захотелось в свободное от работы время почитать что нибудь приличное')"
881,и нечего сново доступ к этим бумагам перенесли на 10 лет,и ничего снова доступ к этим бумагам перенесли на 10 лет,"['и', 'нечего', 'сново', 'доступ', 'к', 'этим', 'бумагам', 'перенесли', 'на', '10', 'лет']","['и', 'ничего', 'снова', 'доступ', 'к', 'этим', 'бумагам', 'перенесли', 'на', '10', 'лет']","(-142.9665560173588, 'и ничего снова доступ к этим бумагам перенесли на 10 лет')","(-146.75587002009416, 'и нечего сново доступ к этим бумагам перенесли на 10 лет')"
882,которая еще в разные стороны разлетается и ваще это не юбка а тока пояс от юбки,которая еще в разные стороны разлетается и вообще это не юбка а только пояс от юбки,"['которая', 'еще', 'в', 'разные', 'стороны', 'разлетается', 'и', 'ваще', 'это', 'не', 'юбка', 'а', 'тока', 'пояс', 'от', 'юбки']","['которая', 'еще', 'в', 'разные', 'стороны', 'разлетается', 'и', 'вообще', 'это', 'не', 'юбка', 'а', 'только', 'пояс', 'от', 'юбки']","(-229.24070447993006, 'которая еще в разные стороны разлетается и вообще это не юбка а только пояс от юбки')","(-272.1666977497827, 'которая еще в разные стороны разлетается и ваще это не юбка а тока пояс от юбки')"
883,со сколькими чудесными людьми я познакомилась за это время как приятно обогатилась,со сколькими чудесными людьми я познакомилась за это время как приятно обогатилась,"['со', 'сколькими', 'чудесными', 'людьми', 'я', 'познакомилась', 'за', 'это', 'время', 'как', 'приятно', 'обогатилась']","['со', 'сколькими', 'чудесными', 'людьми', 'я', 'познакомилась', 'за', 'это', 'время', 'как', 'приятно', 'обогатилась']","(-149.95493038300668, 'со сколькими чудесными людьми я познакомилась за это время как приятно обогатилась')","(-149.95626546772743, 'со сколькими чудесными людьми я познакомилась за это время как приятно обогатилась')"
884,ее огромная тень в свете свечей пала на стену и на полстола,ее огромная тень в свете свечей пала на стену и на полстола,"['ее', 'огромная', 'тень', 'в', 'свете', 'свечей', 'пала', 'на', 'стену', 'и', 'на', 'полстола']","['ее', 'огромная', 'тень', 'в', 'свете', 'свечей', 'пала', 'на', 'стену', 'и', 'на', 'полстола']","(-147.92671574006596, 'ее огромная тень в свете свечей пала на стену и на полстола')","(-147.93423813305654, 'ее огромная тень в свете свечей пала на стену и на полстола')"
885,и этот человек отвечает вам и ты прости меня за то что было,и этот человек отвечает вам и ты прости меня за то что было,"['и', 'этот', 'человек', 'отвечает', 'вам', 'и', 'ты', 'прости', 'меня', 'за', 'то', 'что', 'было']","['и', 'этот', 'человек', 'отвечает', 'вам', 'и', 'ты', 'прости', 'меня', 'за', 'то', 'что', 'было']","(-162.28823995449477, 'и этот человек отвечает вам и ты прости меня за то что было')","(-162.2891427040593, 'и этот человек отвечает вам и ты прости меня за то что было')"
886,мы будем опять улыбаться ходить по теплым улицам,мы будем опять улыбаться ходить по теплым улицам,"['мы', 'будем', 'опять', 'улыбаться', 'ходить', 'по', 'теплым', 'улицам']","['мы', 'будем', 'опять', 'улыбаться', 'ходить', 'по', 'теплым', 'улицам']","(-110.97774519118038, 'мы будем опять улыбаться ходить по теплым улицам')","(-110.97774453759537, 'мы будем опять улыбаться ходить по теплым улицам')"
887,мне не очень понравилось что сам момент запуска был немного не до конца правильно организован и до и после в небо взлетало не маленькое количество фонариков,мне не очень понравилось что сам момент запуска был немного не до конца правильно организован и до и после в небо взлетало немаленькое количество фонариков,"['мне', 'не', 'очень', 'понравилось', 'что', 'сам', 'момент', 'запуска', 'был', 'немного', 'не', 'до', 'конца', 'правильно', 'организован', 'и', 'до', 'и', 'после', 'в', 'небо', 'взлетало', 'не', 'маленькое', 'количество', 'фонариков']","['мне', 'не', 'очень', 'понравилось', 'что', 'сам', 'момент', 'запуска', 'был', 'немного', 'не', 'до', 'конца', 'правильно', 'организован', 'и', 'до', 'и', 'после', 'в', 'небо', 'взлетало', 'немаленькое', 'количество', 'фонариков']","(-263.23131773242085, 'мне не очень понравилось что сам момент запуска был немного не до конца правильно организован и до и после в небо взлетало немаленькое количество фонариков')","(-267.62419634916046, 'мне не очень понравилось что сам момент запуска был немного не до конца правильно организован и до и после в небо взлетало не маленькое количество фонариков')"
888,кое-как разжуешь один абзац и думаешь как можно читать эту бредятину,кое-как разжуешь один абзац и думаешь как можно читать эту бредятину,"['кое-как', 'разжуешь', 'один', 'абзац', 'и', 'думаешь', 'как', 'можно', 'читать', 'эту', 'бредятину']","['кое-как', 'разжуешь', 'один', 'абзац', 'и', 'думаешь', 'как', 'можно', 'читать', 'эту', 'бредятину']","(-163.65261720853277, 'кое-как разжуешь один абзац и думаешь как можно читать эту бредятину')","(-163.65274689710773, 'кое-как разжуешь один абзац и думаешь как можно читать эту бредятину')"
889,до сих пор поверить не могу фашисты в центре киева это в 2014-то году,до сих пор поверить не могу фашисты в центре киева это в 2014-то году,"['до', 'сих', 'пор', 'поверить', 'не', 'могу', 'фашисты', 'в', 'центре', 'киева', 'это', 'в', '2014-то', 'году']","['до', 'сих', 'пор', 'поверить', 'не', 'могу', 'фашисты', 'в', 'центре', 'киева', 'это', 'в', '2014-то', 'году']","(-164.85920673851933, 'до сих пор поверить не могу фашисты в центре киева это в 2014-то году')","(-164.85825178342031, 'до сих пор поверить не могу фашисты в центре киева это в 2014-то году')"
890,затяжной ремонт или просто таку них принято посколько свет с регулярным постоянством отключали каждый день,затяжной ремонт или просто так у них принято поскольку свет с регулярным постоянством отключали каждый день,"['затяжной', 'ремонт', 'или', 'просто', 'таку', 'них', 'принято', 'посколько', 'свет', 'с', 'регулярным', 'постоянством', 'отключали', 'каждый', 'день']","['затяжной', 'ремонт', 'или', 'просто', 'так', 'у', 'них', 'принято', 'поскольку', 'свет', 'с', 'регулярным', 'постоянством', 'отключали', 'каждый', 'день']","(-218.7648952573574, 'затяжной ремонт или просто так у них принято поскольку свет с регулярным постоянством отключали каждый день')","(-270.8960259954016, 'затяжной ремонт или просто таку них принято посколько свет с регулярным постоянством отключали каждый день')"
891,мне нужен дом в идеальном состоянии патаму что я семейный человек я вам не абы хто мне не нужны ваши проблемы,мне нужен дом в идеальном состоянии потому что я семейный человек я вам не абы кто мне не нужны ваши проблемы,"['мне', 'нужен', 'дом', 'в', 'идеальном', 'состоянии', 'патаму', 'что', 'я', 'семейный', 'человек', 'я', 'вам', 'не', 'абы', 'хто', 'мне', 'не', 'нужны', 'ваши', 'проблемы']","['мне', 'нужен', 'дом', 'в', 'идеальном', 'состоянии', 'потому', 'что', 'я', 'семейный', 'человек', 'я', 'вам', 'не', 'абы', 'кто', 'мне', 'не', 'нужны', 'ваши', 'проблемы']","(-249.47503693179044, 'мне нужен дом в идеальном состоянии потому что я семейный человек я вам не абы кто мне не нужны ваши проблемы')","(-276.30160232620335, 'мне нужен дом в идеальном состоянии патаму что я семейный человек я вам не абы хто мне не нужны ваши проблемы')"
892,преступить к оправданиям или просто рассказать о себе,приступить к оправданиям или просто рассказать о себе,"['преступить', 'к', 'оправданиям', 'или', 'просто', 'рассказать', 'о', 'себе']","['приступить', 'к', 'оправданиям', 'или', 'просто', 'рассказать', 'о', 'себе']","(-97.69402080355789, 'приступить к оправданиям или просто рассказать о себе')","(-101.25798734035791, 'преступить к оправданиям или просто рассказать о себе')"
893,и помойму все кто чего то стоит из тех кто там учился в итоге не закончили или закончили но далеко не сразу,и по-моему все кто чего-то стоит из тех кто там учился в итоге не закончили или закончили но далеко не сразу,"['и', 'помойму', 'все', 'кто', 'чего', 'то', 'стоит', 'из', 'тех', 'кто', 'там', 'учился', 'в', 'итоге', 'не', 'закончили', 'или', 'закончили', 'но', 'далеко', 'не', 'сразу']","['и', 'по-моему', 'все', 'кто', 'чего-то', 'стоит', 'из', 'тех', 'кто', 'там', 'учился', 'в', 'итоге', 'не', 'закончили', 'или', 'закончили', 'но', 'далеко', 'не', 'сразу']","(-270.25904515862226, 'и по-моему все кто чего-то стоит из тех кто там учился в итоге не закончили или закончили но далеко не сразу')","(-278.86801819437454, 'и помойму все кто чего то стоит из тех кто там учился в итоге не закончили или закончили но далеко не сразу')"
